,Name,Congress,State,Start_Date,End_Date,Party,Since_Year,End_Year,Previously_Rep?
1467,Mike Quigley,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1468,Mike Quigley,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1469,Tom Reed,rep,NY,2010-11-18,2011-01-03,Republican,2010,2011,Y
1470,Tom Reed,rep,NY,2011-01-05,2013-01-03,Republican,2011,2013,Y
1471,Tom Reed,rep,NY,2013-01-03,2015-01-03,Republican,2013,2015,Y
1472,Tom Reed,rep,NY,2015-01-06,2017-01-03,Republican,2015,2017,Y
1473,Tom Reed,rep,NY,2017-01-03,2019-01-03,Republican,2017,2019,Y
1474,Tom Reed,rep,NY,2019-01-03,2021-01-03,Republican,2019,2021,Y
1475,Tom Reed,rep,NY,2021-01-03,2023-01-03,Republican,2021,2023,Y
1476,Harold Rogers,rep,KY,1981-01-05,1983-01-03,Republican,1981,1983,Y
1477,Harold Rogers,rep,KY,1983-01-03,1985-01-03,Republican,1983,1985,Y
1478,Harold Rogers,rep,KY,1985-01-03,1987-01-03,Republican,1985,1987,Y
1479,Harold Rogers,rep,KY,1987-01-06,1989-01-03,Republican,1987,1989,Y
1480,Harold Rogers,rep,KY,1989-01-03,1991-01-03,Republican,1989,1991,Y
1481,Harold Rogers,rep,KY,1991-01-03,1993-01-03,Republican,1991,1993,Y
1482,Harold Rogers,rep,KY,1993-01-05,1995-01-03,Republican,1993,1995,Y
1483,Harold Rogers,rep,KY,1995-01-04,1997-01-03,Republican,1995,1997,Y
1484,Harold Rogers,rep,KY,1997-01-07,1999-01-03,Republican,1997,1999,Y
1485,Harold Rogers,rep,KY,1999-01-06,2001-01-03,Republican,1999,2001,Y
1486,Harold Rogers,rep,KY,2001-01-03,2003-01-03,Republican,2001,2003,Y
1487,Harold Rogers,rep,KY,2003-01-07,2005-01-03,Republican,2003,2005,Y
1488,Harold Rogers,rep,KY,2005-01-04,2007-01-03,Republican,2005,2007,Y
1489,Harold Rogers,rep,KY,2007-01-04,2009-01-03,Republican,2007,2009,Y
1490,Harold Rogers,rep,KY,2009-01-06,2011-01-03,Republican,2009,2011,Y
1491,Harold Rogers,rep,KY,2011-01-05,2013-01-03,Republican,2011,2013,Y
1492,Harold Rogers,rep,KY,2013-01-03,2015-01-03,Republican,2013,2015,Y
1493,Harold Rogers,rep,KY,2015-01-06,2017-01-03,Republican,2015,2017,Y
1494,Harold Rogers,rep,KY,2017-01-03,2019-01-03,Republican,2017,2019,Y
1495,Harold Rogers,rep,KY,2019-01-03,2021-01-03,Republican,2019,2021,Y
1496,Harold Rogers,rep,KY,2021-01-03,2023-01-03,Republican,2021,2023,Y
1497,Mike Rogers,rep,AL,2003-01-07,2005-01-03,Republican,2003,2005,Y
1498,Mike Rogers,rep,AL,2005-01-04,2007-01-03,Republican,2005,2007,Y
1499,Mike Rogers,rep,AL,2007-01-04,2009-01-03,Republican,2007,2009,Y
1500,Mike Rogers,rep,AL,2009-01-06,2011-01-03,Republican,2009,2011,Y
1501,Mike Rogers,rep,AL,2011-01-05,2013-01-03,Republican,2011,2013,Y
1502,Mike Rogers,rep,AL,2013-01-03,2015-01-03,Republican,2013,2015,Y
1503,Mike Rogers,rep,AL,2015-01-06,2017-01-03,Republican,2015,2017,Y
1504,Mike Rogers,rep,AL,2017-01-03,2019-01-03,Republican,2017,2019,Y
1505,Mike Rogers,rep,AL,2019-01-03,2021-01-03,Republican,2019,2021,Y
1506,Mike Rogers,rep,AL,2021-01-03,2023-01-03,Republican,2021,2023,Y
1507,Lucille Roybal-Allard,rep,CA,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1508,Lucille Roybal-Allard,rep,CA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1509,Lucille Roybal-Allard,rep,CA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1510,Lucille Roybal-Allard,rep,CA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1511,Lucille Roybal-Allard,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1512,Lucille Roybal-Allard,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1513,Lucille Roybal-Allard,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1514,Lucille Roybal-Allard,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1515,Lucille Roybal-Allard,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1516,Lucille Roybal-Allard,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1517,Lucille Roybal-Allard,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1518,Lucille Roybal-Allard,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1519,Lucille Roybal-Allard,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1520,Lucille Roybal-Allard,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1521,Lucille Roybal-Allard,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1522,Marco Rubio,sen,FL,2011-01-05,2017-01-03,Republican,2011,2017,
1523,Marco Rubio,sen,FL,2017-01-03,2023-01-03,Republican,2017,2023,
1524,C. A. Dutch Ruppersberger,rep,MD,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1525,C. A. Dutch Ruppersberger,rep,MD,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1526,C. A. Dutch Ruppersberger,rep,MD,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1527,C. A. Dutch Ruppersberger,rep,MD,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1528,C. A. Dutch Ruppersberger,rep,MD,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1529,C. A. Dutch Ruppersberger,rep,MD,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1530,C. A. Dutch Ruppersberger,rep,MD,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1531,C. A. Dutch Ruppersberger,rep,MD,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1532,C. A. Dutch Ruppersberger,rep,MD,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1533,C. A. Dutch Ruppersberger,rep,MD,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1534,Bobby L. Rush,rep,IL,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1535,Bobby L. Rush,rep,IL,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1536,Bobby L. Rush,rep,IL,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1537,Bobby L. Rush,rep,IL,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1538,Bobby L. Rush,rep,IL,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1539,Bobby L. Rush,rep,IL,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1540,Bobby L. Rush,rep,IL,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1541,Bobby L. Rush,rep,IL,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1542,Bobby L. Rush,rep,IL,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1543,Bobby L. Rush,rep,IL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1544,Bobby L. Rush,rep,IL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1545,Bobby L. Rush,rep,IL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1546,Bobby L. Rush,rep,IL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1547,Bobby L. Rush,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1548,Bobby L. Rush,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1549,Tim Ryan,rep,OH,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1550,Tim Ryan,rep,OH,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1551,Tim Ryan,rep,OH,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1552,Tim Ryan,rep,OH,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1553,Tim Ryan,rep,OH,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1554,Tim Ryan,rep,OH,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1555,Tim Ryan,rep,OH,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1556,Tim Ryan,rep,OH,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1557,Tim Ryan,rep,OH,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1558,Tim Ryan,rep,OH,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1559,Gregorio Kilili Camacho Sablan,rep,MP,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1560,Gregorio Kilili Camacho Sablan,rep,MP,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1561,Gregorio Kilili Camacho Sablan,rep,MP,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1562,Gregorio Kilili Camacho Sablan,rep,MP,2015-01-06,2017-01-03,Independent,2015,2017,Y
1563,Gregorio Kilili Camacho Sablan,rep,MP,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1564,Gregorio Kilili Camacho Sablan,rep,MP,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1565,Gregorio Kilili Camacho Sablan,rep,MP,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1566,John P. Sarbanes,rep,MD,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1567,John P. Sarbanes,rep,MD,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1568,John P. Sarbanes,rep,MD,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1569,John P. Sarbanes,rep,MD,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1570,John P. Sarbanes,rep,MD,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1571,John P. Sarbanes,rep,MD,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1572,John P. Sarbanes,rep,MD,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1573,John P. Sarbanes,rep,MD,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1574,Steve Scalise,rep,LA,2008-05-07,2009-01-03,Republican,2008,2009,Y
1575,Steve Scalise,rep,LA,2009-01-06,2011-01-03,Republican,2009,2011,Y
1576,Steve Scalise,rep,LA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1577,Steve Scalise,rep,LA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1578,Steve Scalise,rep,LA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1579,Steve Scalise,rep,LA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1580,Steve Scalise,rep,LA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1581,Steve Scalise,rep,LA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1582,Janice D. Schakowsky,rep,IL,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1583,Janice D. Schakowsky,rep,IL,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1584,Janice D. Schakowsky,rep,IL,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1585,Janice D. Schakowsky,rep,IL,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1586,Janice D. Schakowsky,rep,IL,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1587,Janice D. Schakowsky,rep,IL,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1588,Janice D. Schakowsky,rep,IL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1589,Janice D. Schakowsky,rep,IL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1590,Janice D. Schakowsky,rep,IL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1591,Janice D. Schakowsky,rep,IL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1592,Janice D. Schakowsky,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1593,Janice D. Schakowsky,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1594,Adam B. Schiff,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1595,Adam B. Schiff,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1596,Adam B. Schiff,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1597,Adam B. Schiff,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1598,Adam B. Schiff,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1599,Adam B. Schiff,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1600,Adam B. Schiff,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1601,Adam B. Schiff,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1602,Adam B. Schiff,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1603,Adam B. Schiff,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1604,Adam B. Schiff,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1605,Kurt Schrader,rep,OR,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1606,Kurt Schrader,rep,OR,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1607,Kurt Schrader,rep,OR,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1608,Kurt Schrader,rep,OR,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1609,Kurt Schrader,rep,OR,2017-01-10,2019-01-03,Democrat,2017,2019,Y
1610,Kurt Schrader,rep,OR,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1611,Kurt Schrader,rep,OR,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1612,Charles E. Schumer,rep,NY,1981-01-05,1983-01-03,Democrat,1981,1983,Y
1613,Charles E. Schumer,rep,NY,1983-01-03,1985-01-03,Democrat,1983,1985,Y
1614,Charles E. Schumer,rep,NY,1985-01-03,1987-01-03,Democrat,1985,1987,Y
1615,Charles E. Schumer,rep,NY,1987-01-06,1989-01-03,Democrat,1987,1989,Y
1616,Charles E. Schumer,rep,NY,1989-01-03,1991-01-03,Democrat,1989,1991,Y
1617,Charles E. Schumer,rep,NY,1991-01-03,1993-01-03,Democrat,1991,1993,Y
1618,Charles E. Schumer,rep,NY,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1619,Charles E. Schumer,rep,NY,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1620,Charles E. Schumer,rep,NY,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1621,Charles E. Schumer,sen,NY,1999-01-06,2005-01-03,Democrat,1999,2005,Y
1622,Charles E. Schumer,sen,NY,2005-01-04,2011-01-03,Democrat,2005,2011,Y
1623,Charles E. Schumer,sen,NY,2011-01-05,2017-01-03,Democrat,2011,2017,Y
1624,Charles E. Schumer,sen,NY,2017-01-03,2023-01-03,Democrat,2017,2023,Y
1625,David Schweikert,rep,AZ,2011-01-05,2013-01-03,Republican,2011,2013,Y
1626,David Schweikert,rep,AZ,2013-01-03,2015-01-03,Republican,2013,2015,Y
1627,David Schweikert,rep,AZ,2015-01-06,2017-01-03,Republican,2015,2017,Y
1628,David Schweikert,rep,AZ,2017-01-03,2019-01-03,Republican,2017,2019,Y
1629,David Schweikert,rep,AZ,2019-01-03,2021-01-03,Republican,2019,2021,Y
1630,David Schweikert,rep,AZ,2021-01-03,2023-01-03,Republican,2021,2023,Y
1631,Austin Scott,rep,GA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1632,Austin Scott,rep,GA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1633,Austin Scott,rep,GA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1634,Austin Scott,rep,GA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1635,Austin Scott,rep,GA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1636,Austin Scott,rep,GA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1637,David Scott,rep,GA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1638,David Scott,rep,GA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1639,David Scott,rep,GA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1640,David Scott,rep,GA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1641,David Scott,rep,GA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1642,David Scott,rep,GA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1643,David Scott,rep,GA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1644,David Scott,rep,GA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1645,David Scott,rep,GA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1646,David Scott,rep,GA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1647,"Robert C. ""Bobby"" Scott",rep,VA,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1648,"Robert C. ""Bobby"" Scott",rep,VA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1649,"Robert C. ""Bobby"" Scott",rep,VA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1650,"Robert C. ""Bobby"" Scott",rep,VA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1651,"Robert C. ""Bobby"" Scott",rep,VA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1652,"Robert C. ""Bobby"" Scott",rep,VA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1653,"Robert C. ""Bobby"" Scott",rep,VA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1654,"Robert C. ""Bobby"" Scott",rep,VA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1655,"Robert C. ""Bobby"" Scott",rep,VA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1656,"Robert C. ""Bobby"" Scott",rep,VA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1657,"Robert C. ""Bobby"" Scott",rep,VA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1658,"Robert C. ""Bobby"" Scott",rep,VA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1659,"Robert C. ""Bobby"" Scott",rep,VA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1660,"Robert C. ""Bobby"" Scott",rep,VA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1661,"Robert C. ""Bobby"" Scott",rep,VA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1662,Tim Scott,rep,SC,2011-01-05,2013-01-02,Republican,2011,2013,Y
1663,Tim Scott,sen,SC,2013-01-03,2015-01-03,Republican,2013,2015,Y
1664,Tim Scott,sen,SC,2015-01-06,2017-01-03,Republican,2015,2017,Y
1665,Tim Scott,sen,SC,2017-01-03,2023-01-03,Republican,2017,2023,Y
1666,Terri Sewell,rep,AL,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1667,Terri Sewell,rep,AL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1668,Terri Sewell,rep,AL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1669,Terri Sewell,rep,AL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1670,Terri Sewell,rep,AL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1671,Terri Sewell,rep,AL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1672,Richard C. Shelby,rep,AL,1979-01-15,1981-01-03,Democrat,1979,1981,Y
1673,Richard C. Shelby,rep,AL,1981-01-05,1983-01-03,Democrat,1981,1983,Y
1674,Richard C. Shelby,rep,AL,1983-01-03,1985-01-03,Democrat,1983,1985,Y
1675,Richard C. Shelby,rep,AL,1985-01-03,1987-01-03,Democrat,1985,1987,Y
1676,Richard C. Shelby,sen,AL,1987-01-06,1993-01-03,Democrat,1987,1993,Y
1677,Richard C. Shelby,sen,AL,1993-01-05,1999-01-03,Republican,1993,1999,Y
1678,Richard C. Shelby,sen,AL,1999-01-06,2005-01-03,Republican,1999,2005,Y
1679,Richard C. Shelby,sen,AL,2005-01-04,2011-01-03,Republican,2005,2011,Y
1680,Richard C. Shelby,sen,AL,2011-01-05,2017-01-03,Republican,2011,2017,Y
1681,Richard C. Shelby,sen,AL,2017-01-03,2023-01-03,Republican,2017,2023,Y
1682,Brad Sherman,rep,CA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1683,Brad Sherman,rep,CA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1684,Brad Sherman,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1685,Brad Sherman,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1686,Brad Sherman,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1687,Brad Sherman,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1688,Brad Sherman,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1689,Brad Sherman,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1690,Brad Sherman,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1691,Brad Sherman,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1692,Brad Sherman,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1693,Brad Sherman,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1694,Brad Sherman,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1695,Michael K. Simpson,rep,ID,1999-01-06,2001-01-03,Republican,1999,2001,Y
1696,Michael K. Simpson,rep,ID,2001-01-03,2003-01-03,Republican,2001,2003,Y
1697,Michael K. Simpson,rep,ID,2003-01-07,2005-01-03,Republican,2003,2005,Y
1698,Michael K. Simpson,rep,ID,2005-01-04,2007-01-03,Republican,2005,2007,Y
1699,Michael K. Simpson,rep,ID,2007-01-04,2009-01-03,Republican,2007,2009,Y
1700,Michael K. Simpson,rep,ID,2009-01-06,2011-01-03,Republican,2009,2011,Y
1701,Michael K. Simpson,rep,ID,2011-01-05,2013-01-03,Republican,2011,2013,Y
1702,Michael K. Simpson,rep,ID,2013-01-03,2015-01-03,Republican,2013,2015,Y
1703,Michael K. Simpson,rep,ID,2015-01-06,2017-01-03,Republican,2015,2017,Y
1704,Michael K. Simpson,rep,ID,2017-01-03,2019-01-03,Republican,2017,2019,Y
1705,Michael K. Simpson,rep,ID,2019-01-03,2021-01-03,Republican,2019,2021,Y
1706,Michael K. Simpson,rep,ID,2021-01-03,2023-01-03,Republican,2021,2023,Y
1707,Albio Sires,rep,NJ,2006-11-13,2007-01-03,Democrat,2006,2007,Y
1708,Albio Sires,rep,NJ,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1709,Albio Sires,rep,NJ,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1710,Albio Sires,rep,NJ,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1711,Albio Sires,rep,NJ,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1712,Albio Sires,rep,NJ,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1713,Albio Sires,rep,NJ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1714,Albio Sires,rep,NJ,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1715,Albio Sires,rep,NJ,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1716,Adam Smith,rep,WA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1717,Adam Smith,rep,WA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1718,Adam Smith,rep,WA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1719,Adam Smith,rep,WA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1720,Adam Smith,rep,WA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1721,Adam Smith,rep,WA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1722,Adam Smith,rep,WA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1723,Adam Smith,rep,WA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1724,Adam Smith,rep,WA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1725,Adam Smith,rep,WA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1726,Adam Smith,rep,WA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1727,Adam Smith,rep,WA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1728,Adam Smith,rep,WA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1729,Adrian Smith,rep,NE,2007-01-04,2009-01-03,Republican,2007,2009,Y
1730,Adrian Smith,rep,NE,2009-01-06,2011-01-03,Republican,2009,2011,Y
1731,Adrian Smith,rep,NE,2011-01-05,2013-01-03,Republican,2011,2013,Y
1732,Adrian Smith,rep,NE,2013-01-03,2015-01-03,Republican,2013,2015,Y
1733,Adrian Smith,rep,NE,2015-01-06,2017-01-03,Republican,2015,2017,Y
1734,Adrian Smith,rep,NE,2017-01-03,2019-01-03,Republican,2017,2019,Y
1735,Adrian Smith,rep,NE,2019-01-03,2021-01-03,Republican,2019,2021,Y
1736,Adrian Smith,rep,NE,2021-01-03,2023-01-03,Republican,2021,2023,Y
1737,Christopher H. Smith,rep,NJ,1981-01-05,1983-01-03,Republican,1981,1983,Y
1738,Christopher H. Smith,rep,NJ,1983-01-03,1985-01-03,Republican,1983,1985,Y
1739,Christopher H. Smith,rep,NJ,1985-01-03,1987-01-03,Republican,1985,1987,Y
1740,Christopher H. Smith,rep,NJ,1987-01-06,1989-01-03,Republican,1987,1989,Y
1741,Christopher H. Smith,rep,NJ,1989-01-03,1991-01-03,Republican,1989,1991,Y
1742,Christopher H. Smith,rep,NJ,1991-01-03,1993-01-03,Republican,1991,1993,Y
1743,Christopher H. Smith,rep,NJ,1993-01-05,1995-01-03,Republican,1993,1995,Y
1744,Christopher H. Smith,rep,NJ,1995-01-04,1997-01-03,Republican,1995,1997,Y
1745,Christopher H. Smith,rep,NJ,1997-01-07,1999-01-03,Republican,1997,1999,Y
1746,Christopher H. Smith,rep,NJ,1999-01-06,2001-01-03,Republican,1999,2001,Y
1747,Christopher H. Smith,rep,NJ,2001-01-03,2003-01-03,Republican,2001,2003,Y
1748,Christopher H. Smith,rep,NJ,2003-01-07,2005-01-03,Republican,2003,2005,Y
1749,Christopher H. Smith,rep,NJ,2005-01-04,2007-01-03,Republican,2005,2007,Y
1750,Christopher H. Smith,rep,NJ,2007-01-04,2009-01-03,Republican,2007,2009,Y
1751,Christopher H. Smith,rep,NJ,2009-01-06,2011-01-03,Republican,2009,2011,Y
1752,Christopher H. Smith,rep,NJ,2011-01-05,2013-01-03,Republican,2011,2013,Y
1753,Christopher H. Smith,rep,NJ,2013-01-03,2015-01-03,Republican,2013,2015,Y
1754,Christopher H. Smith,rep,NJ,2015-01-06,2017-01-03,Republican,2015,2017,Y
1755,Christopher H. Smith,rep,NJ,2017-01-03,2019-01-03,Republican,2017,2019,Y
1756,Christopher H. Smith,rep,NJ,2019-01-03,2021-01-03,Republican,2019,2021,Y
1757,Christopher H. Smith,rep,NJ,2021-01-03,2023-01-03,Republican,2021,2023,Y
1758,Jackie Speier,rep,CA,2008-04-08,2009-01-03,Democrat,2008,2009,Y
1759,Jackie Speier,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1760,Jackie Speier,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1761,Jackie Speier,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1762,Jackie Speier,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1763,Jackie Speier,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1764,Jackie Speier,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1765,Jackie Speier,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1766,Steve Stivers,rep,OH,2011-01-05,2013-01-03,Republican,2011,2013,Y
